34 34
0.0227364 0.448326 -0.220197
0.0237481 0.468274 -0.173653
0.024516 0.483417 -0.125326
0.0250324 0.4936 -0.0757139
0.025292 0.498717 -0.0253246
0.025292 0.498717 0.0253246
0.0250324 0.4936 0.0757139
0.024516 0.483417 0.125326
0.0237481 0.468274 0.173653
0.0227364 0.448326 0.220197
0.0214915 0.423777 0.264482
0.020026 0.39488 0.306053
0.018355 0.361931 0.344484
0.0164957 0.325268 0.379379
0.0144671 0.285267 0.410382
0.01229 0.24234 0.437173
0.00998685 0.196925 0.459479
0.00758121 0.149489 0.47707
0.00509778 0.10052 0.489765
0.00256203 0.0505192 0.497435
-2.77998e-09 -5.48168e-08 0.5
-0.00256204 -0.0505193 0.497435

0.00765986 -0.0500008 -0.497435
-4.63615e-18 3.02631e-17 -0.5
-0.00765986 0.0500008 -0.497435
-0.0152411 0.0994886 -0.489765
-0.022666 0.147955 -0.47707
-0.0298583 0.194904 -0.459479
-0.0367442 0.239853 -0.437173
-0.043253 0.28234 -0.410382
-0.049318 0.321931 -0.379379
-0.054877 0.358217 -0.344483
-0.0598728 0.390828 -0.306053
-0.0642543 0.419429 -0.264482
-0.0679764 0.443726 -0.220197
-0.071001 0.463469 -0.173653
-0.073297 0.478457 -0.125326
-0.0748409 0.488535 -0.0757139
-0.0756169 0.4936 -0.0253246
-0.0756169 0.4936 0.0253246
-0.0748409 0.488535 0.0757139
-0.073297 0.478457 0.125326
-0.071001 0.463469 0.173653
-0.0679764 0.443726 0.220197
-0.0642543 0.419429 0.264482
-0.0598728 0.390828 0.306053
-0.054877 0.358217 0.344484
-0.049318 0.32193 0.379379
-0.043253 0.28234 0.410382
-0.0367442 0.239853 0.437173
-0.0298583 0.194904 0.459479
-0.022666 0.147955 0.47707
-0.0152411 0.0994886 0.489765
-0.00765986 0.0500008 0.497435
8.31147e-09 -5.42543e-08 0.5
0.00765987 -0.0500009 0.497435

0.0175682 -0.0474354 -0.497435
-1.06332e-17 2.87104e-17 -0.5
-0.0175682 0.0474354 -0.497435
-0.0349561 0.0943841 -0.489765
-0.0519852 0.140364 -0.47707
-0.068481 0.184904 -0.459479
-0.084274 0.227546 -0.437173
-0.0992023 0.267854 -0.410382
-0.113113 0.305413 -0.379379
-0.125862 0.339838 -0.344483
-0.13732 0.370776 -0.306053
-0.147369 0.397909 -0.264482
-0.155906 0.420959 -0.220197
-0.162843 0.439689 -0.173653
-0.168109 0.453908 -0.125326
-0.17165 0.463469 -0.0757139
-0.17343 0.468274 -0.0253246
-0.17343 0.468274 0.0253246
-0.17165 0.463469 0.0757139
-0.168109 0.453908 0.125326
-0.162843 0.439689 0.173653
-0.155906 0.420959 0.220197
-0.147369 0.397909 0.264482
-0.13732 0.370776 0.306053
-0.125862 0.339838 0.344484
-0.113113 0.305413 0.379379
-0.0992023 0.267854 0.410382
-0.084274 0.227546 0.437173
-0.068481 0.184904 0.459479
-0.0519852 0.140364 0.47707
-0.034956 0.094384 0.489765
-0.0175681 0.0474354 0.497435
1.90627e-08 -5.14706e-08 0.5
0.0175682 -0.0474355 0.497435

0.0267572 -0.0429279 -0.497435
-1.61949e-17 2.59822e-17 -0.5
-0.0267572 0.0429279 -0.497435
-0.0532399 0.0854154 -0.489765
-0.0791762 0.127026 -0.47707
-0.1043 0.167334 -0.459479
-0.128354 0.205924 -0.437173
-0.15109 0.242402 -0.410382
-0.172276 0.276392 -0.379379
-0.191695 0.307546 -0.344483
-0.209146 0.335544 -0.306053
-0.224451 0.360098 -0.264482
-0.237453 0.380958 -0.220197
-0.248019 0.397909 -0.173653
-0.256039 0.410776 -0.125326
-0.261432 0.419429 -0.0757139
-0.264143 0.423777 -0.0253246
-0.264143 0.423777 0.0253246
-0.261432 0.419429 0.0757139
-0.256039 0.410776 0.125326
-0.248019 0.397909 0.173653
-0.237453 0.380958 0.220197
-0.224451 0.360098 0.264482
-0.209146 0.335544 0.306053
-0.191695 0.307546 0.344484
-0.172276 0.276392 0.379379
-0.15109 0.242402 0.410382
-0.128354 0.205924 0.437173
-0.1043 0.167334 0.459479
-0.0791762 0.127026 0.47707
-0.0532399 0.0854154 0.489765
-0.0267572 0.0429279 0.497435
2.90334e-08 -4.65797e-08 0.5
0.0267573 -0.042928 0.497435

0.0348508 -0.036663 -0.497435
-2.10935e-17 2.21904e-17 -0.5
-0.0348508 0.036663 -0.497435
-0.069344 0.0729499 -0.489765
-0.103126 0.108488 -0.47707
-0.135849 0.142913 -0.459479
-0.167178 0.175872 -0.437173
-0.196792 0.207026 -0.410382
-0.224387 0.236055 -0.379379
-0.249679 0.262662 -0.344483
-0.272409 0.286574 -0.306053
-0.292344 0.307546 -0.264482
-0.309279 0.325361 -0.220197
-0.32304 0.339838 -0.173653
-0.333487 0.350828 -0.125326
-0.340511 0.358217 -0.0757139
-0.344041 0.361931 -0.0253246
-0.344041 0.361931 0.0253246
-0.340511 0.358217 0.0757139
-0.333487 0.350828 0.125326
-0.32304 0.339838 0.173653
-0.309279 0.325361 0.220197
-0.292344 0.307546 0.264482
-0.272409 0.286574 0.306053
-0.249679 0.262662 0.344484
-0.224387 0.236055 0.379379
-0.196792 0.207025 0.410382
-0.167178 0.175872 0.437173
-0.135849 0.142913 0.459479
-0.103126 0.108488 0.47707
-0.069344 0.0729498 0.489765
-0.0348508 0.036663 0.497435
3.78155e-08 -3.97819e-08 0.5
0.0348509 -0.0366631 0.497435

0.0415176 -0.0288971 -0.497435
-2.51286e-17 1.749e-17 -0.5
-0.0415176 0.0288971 -0.497435
-0.0826092 0.0574977 -0.489765
-0.122853 0.0855083 -0.47707
-0.161836 0.112641 -0.459479
-0.199159 0.138619 -0.437173
-0.234438 0.163174 -0.410382
-0.267311 0.186054 -0.379379
-0.297442 0.207026 -0.344483
-0.32452 0.225873 -0.306053
-0.348268 0.242402 -0.264482
-0.368443 0.256444 -0.220197
-0.384836 0.267854 -0.173653
-0.397281 0.276516 -0.125326
-0.405649 0.28234 -0.0757139
-0.409855 0.285268 -0.0253246
-0.409855 0.285268 0.0253246
-0.405649 0.28234 0.0757139
-0.397281 0.276516 0.125326
-0.384836 0.267854 0.173653
-0.368443 0.256444 0.220197
-0.348268 0.242402 0.264482
-0.32452 0.225873 0.306053
-0.297442 0.207026 0.344484
-0.267311 0.186054 0.379379
-0.234438 0.163174 0.410382
-0.199159 0.138619 0.437173
-0.161836 0.112641 0.459479
-0.122853 0.0855083 0.47707
-0.0826092 0.0574977 0.489765
-0.0415176 0.0288971 0.497435
4.50495e-08 -3.13553e-08 0.5
0.0415177 -0.0288972 0.497435

0.0464847 -0.0199482 -0.497435
-2.8135e-17 1.20737e-17 -0.5
-0.0464847 0.0199482 -0.497435
-0.0924924 0.0396916 -0.489765
-0.137551 0.0590278 -0.47707
-0.181198 0.0777583 -0.459479
-0.222986 0.0956908 -0.437173
-0.262486 0.112641 -0.410382
-0.299292 0.128436 -0.379379
-0.333027 0.142913 -0.344483
-0.363345 0.155924 -0.306053
-0.389934 0.167334 -0.264482
-0.412522 0.177027 -0.220197
-0.430877 0.184904 -0.173653
-0.444811 0.190883 -0.125326
-0.45418 0.194904 -0.0757139
-0.458889 0.196925 -0.0253246
-0.458889 0.196925 0.0253246
-0.45418 0.194904 0.0757139
-0.444811 0.190883 0.125326
-0.430877 0.184904 0.173653
-0.412522 0.177027 0.220197
-0.389934 0.167334 0.264482
-0.363345 0.155923 0.306053
-0.333027 0.142913 0.344484
-0.299292 0.128436 0.379379
-0.262486 0.112641 0.410382
-0.222986 0.0956908 0.437173
-0.181198 0.0777583 0.459479
-0.137551 0.0590278 0.47707
-0.0924924 0.0396916 0.489765
-0.0464847 0.0199481 0.497435
5.04391e-08 -2.16451e-08 0.5
0.0464848 -0.0199482 0.497435

0.0495487 -0.0101825 -0.497435
-2.99895e-17 6.16299e-18 -0.5
-0.0495487 0.0101825 -0.497435
-0.098589 0.0202605 -0.489765
-0.146618 0.0301307 -0.47707
-0.193142 0.0396916 -0.459479
-0.237684 0.0488453 -0.437173
-0.279787 0.0574977 -0.410382
-0.319019 0.0655601 -0.379379
-0.354978 0.0729498 -0.344483
-0.387294 0.0795909 -0.306053
-0.415636 0.0854154 -0.264482
-0.439713 0.0903633 -0.220197
-0.459278 0.094384 -0.173653
-0.47413 0.0974362 -0.125326
-0.484117 0.0994885 -0.0757139
-0.489136 0.10052 -0.0253246
-0.489136 0.10052 0.0253246
-0.484117 0.0994885 0.0757139
-0.47413 0.0974362 0.125326
-0.459278 0.094384 0.173653
-0.439713 0.0903633 0.220197
-0.415636 0.0854154 0.264482
-0.387294 0.0795909 0.306053
-0.354978 0.0729498 0.344484
-0.319019 0.0655601 0.379379
-0.279787 0.0574977 0.410382
-0.237684 0.0488453 0.437173
-0.193142 0.0396916 0.459479
-0.146618 0.0301307 0.47707
-0.0985889 0.0202605 0.489765
-0.0495487 0.0101825 0.497435
5.37637e-08 -1.10487e-08 0.5
0.0495488 -0.0101825 0.497435

0.0505842 8.84442e-09 -0.497435
-3.06162e-17 -5.3531e-24 -0.5
-0.0505842 -8.84442e-09 -0.497435
-0.100649 -1.75981e-08 -0.489765
-0.149682 -2.61712e-08 -0.47707
-0.197178 -3.44757e-08 -0.459479
-0.242651 -4.24264e-08 -0.437173
-0.285634 -4.99419e-08 -0.410382
-0.325686 -5.69448e-08 -0.379379
-0.362396 -6.33634e-08 -0.344483
-0.395388 -6.91318e-08 -0.306053
-0.424322 -7.41908e-08 -0.264482
-0.448902 -7.84886e-08 -0.220197
-0.468876 -8.19809e-08 -0.173653
-0.484039 -8.4632e-08 -0.125326
-0.494234 -8.64147e-08 -0.0757139
-0.499358 -8.73106e-08 -0.0253246
-0.499358 -8.73106e-08 0.0253246
-0.494234 -8.64146e-08 0.0757139
-0.484039 -8.4632e-08 0.125326
-0.468876 -8.19809e-08 0.173653
-0.448902 -7.84886e-08 0.220197
-0.424322 -7.41908e-08 0.264482
-0.395388 -6.91318e-08 0.306053
-0.362396 -6.33634e-08 0.344484
-0.325686 -5.69448e-08 0.379379
-0.285634 -4.99418e-08 0.410382
-0.242651 -4.24264e-08 0.437173
-0.197178 -3.44757e-08 0.459479
-0.149682 -2.61712e-08 0.47707
-0.100649 -1.75981e-08 0.489765
-0.0505841 -8.84441e-09 0.497435
5.48873e-08 9.59679e-15 0.5
0.0505842 8.84443e-09 0.497435

0.0495487 0.0101825 -0.497435
-2.99895e-17 -6.163e-18 -0.5
-0.0495487 -0.0101825 -0.497435
-0.098589 -0.0202606 -0.489765
-0.146618 -0.0301307 -0.47707
-0.193142 -0.0396917 -0.459479
-0.237684 -0.0488453 -0.437173
-0.279787 -0.0574978 -0.410382
-0.319019 -0.0655602 -0.379379
-0.354978 -0.0729499 -0.344483
-0.387294 -0.0795911 -0.306053
-0.415636 -0.0854155 -0.264482
-0.439713 -0.0903635 -0.220197
-0.459278 -0.0943842 -0.173653
-0.47413 -0.0974364 -0.125326
-0.484117 -0.0994887 -0.0757139
-0.489136 -0.10052 -0.0253246
-0.489136 -0.10052 0.0253246
-0.484117 -0.0994887 0.0757139
-0.47413 -0.0974364 0.125326
-0.459278 -0.0943842 0.173653
-0.439713 -0.0903635 0.220197
-0.415636 -0.0854155 0.264482
-0.387294 -0.0795911 0.306053
-0.354978 -0.0729499 0.344484
-0.319019 -0.0655602 0.379379
-0.279787 -0.0574978 0.410382
-0.237684 -0.0488453 0.437173
-0.193142 -0.0396917 0.459479
-0.146618 -0.0301307 0.47707
-0.0985889 -0.0202606 0.489765
-0.0495487 -0.0101825 0.497435
5.37637e-08 1.10487e-08 0.5
0.0495488 0.0101825 0.497435

0.0464847 0.0199482 -0.497435
-2.8135e-17 -1.20737e-17 -0.5
-0.0464847 -0.0199482 -0.497435
-0.0924924 -0.0396917 -0.489765
-0.137551 -0.0590278 -0.47707
-0.181198 -0.0777583 -0.459479
-0.222986 -0.0956909 -0.437173
-0.262486 -0.112642 -0.410382
-0.299292 -0.128436 -0.379379
-0.333027 -0.142913 -0.344483
-0.363345 -0.155924 -0.306053
-0.389934 -0.167334 -0.264482
-0.412522 -0.177027 -0.220197
-0.430877 -0.184904 -0.173653
-0.444811 -0.190884 -0.125326
-0.45418 -0.194904 -0.0757139
-0.458889 -0.196925 -0.0253246
-0.458889 -0.196925 0.0253246
-0.45418 -0.194904 0.0757139
-0.444811 -0.190884 0.125326
-0.430877 -0.184904 0.173653
-0.412522 -0.177027 0.220197
-0.389934 -0.167334 0.264482
-0.363345 -0.155924 0.306053
-0.333027 -0.142913 0.344484
-0.299292 -0.128436 0.379379
-0.262486 -0.112642 0.410382
-0.222986 -0.0956909 0.437173
-0.181198 -0.0777583 0.459479
-0.137551 -0.0590278 0.47707
-0.0924924 -0.0396916 0.489765
-0.0464847 -0.0199482 0.497435
5.04391e-08 2.16451e-08 0.5
0.0464848 0.0199482 0.497435

